s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,BURN_RATE
 2.0700125E+002, 9.4099594E+002,-4.8498415E+002,-1.9999153E+002,-2.6114626E+002,-9.2373533E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5592824E+000,-5.2183759E+000, 2.1739753E-002
 2.0801079E+002, 1.0043749E+003,-5.0485784E+002,-2.3468844E+002,-2.5907474E+002,-1.4727770E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4612766E+000, 5.6065644E+000, 2.1739753E-002
 2.0900746E+002, 1.0830281E+003,-5.2217965E+002,-2.9901235E+002,-2.5283509E+002,-6.9400369E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1205619E+000, 8.9316015E+000, 2.1739753E-002
 2.1000291E+002, 9.6232589E+002,-4.9623129E+002,-2.0149722E+002,-2.6293476E+002,-2.7270511E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8882920E+000, 1.3899143E+000, 2.1739753E-002
 2.1100549E+002, 1.0680195E+003,-5.2783839E+002,-2.6471099E+002,-2.7266754E+002,-2.7522247E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1778371E+000, 2.5273845E+000, 2.1739753E-002
 2.1200958E+002, 8.9265860E+002,-4.7483201E+002,-1.6629375E+002,-2.6091946E+002,-2.8373273E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.5786077E+000,-9.6703535E+000, 2.1739753E-002
 2.1300903E+002, 1.0076506E+003,-5.0988374E+002,-2.3059002E+002,-2.5719748E+002,-2.0845118E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0244420E+001, 9.7708681E+000, 2.1739753E-002
 2.1400642E+002, 9.4949916E+002,-4.9317118E+002,-2.0210837E+002,-2.6035868E+002, 1.3457178E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4040807E+000,-6.1256077E+000, 2.1739753E-002
 2.1500398E+002, 1.0760782E+003,-5.2813952E+002,-2.7514532E+002,-2.6012921E+002,-4.0280925E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2444295E+001, 1.2261306E+001, 2.1739753E-002
 2.1600900E+002, 1.0085282E+003,-5.0646268E+002,-2.3903209E+002,-2.7026720E+002,-2.2981370E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1672058E+000,-7.4635900E+000, 2.1739753E-002
 2.1700629E+002, 9.4071482E+002,-4.8921976E+002,-1.9471087E+002,-2.6069218E+002,-3.5444148E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4782636E+000,-4.2624400E+000, 2.1739753E-002
 2.1800113E+002, 1.0863642E+003,-5.3246352E+002,-2.8463330E+002,-2.5833517E+002,-1.3575363E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0750836E+001, 1.0796406E+001, 2.1739753E-002
 2.1900362E+002, 9.6107151E+002,-4.9626022E+002,-2.0692064E+002,-2.6177067E+002,-1.1919011E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5437205E+000,-3.9992083E+000, 2.1739753E-002
 2.2000281E+002, 1.0758568E+003,-5.2770365E+002,-2.7532800E+002,-2.6359653E+002,-2.0741626E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1535200E+000, 9.0212078E+000, 2.1739753E-002
 2.2100987E+002, 9.2407264E+002,-4.8665504E+002,-1.7883251E+002,-2.6222656E+002, 1.0345512E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7608666E+000,-3.5380240E+000, 2.1739753E-002
 2.2200148E+002, 1.0219036E+003,-5.1310263E+002,-2.4268490E+002,-2.6455602E+002,-1.2669125E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3478765E+000, 1.4333659E+000, 2.1739753E-002
 2.2300194E+002, 9.5176139E+002,-4.9546357E+002,-1.9803101E+002,-2.6268325E+002,-1.8750460E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3095139E+000,-4.6039454E+000, 2.1739753E-002
 2.2400171E+002, 1.0296266E+003,-5.1983897E+002,-2.5126373E+002,-2.5815455E+002,-1.4526992E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1357871E+001, 3.5484533E-001, 2.1739753E-002
 2.2500600E+002, 1.0090005E+003,-5.1180045E+002,-2.3633370E+002,-2.6432912E+002,-4.6574405E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6760591E+000,-3.9285513E+000, 2.1739753E-002
 2.2600262E+002, 9.1484138E+002,-4.8454184E+002,-1.7980124E+002,-2.5750706E+002,-3.5614278E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.0364380E+000,-7.3649067E+000, 2.1739753E-002
 2.2700388E+002, 1.0763250E+003,-5.3136481E+002,-2.8470648E+002,-2.5043600E+002,-1.8900828E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9243954E+000, 9.6286782E+000, 2.1739753E-002
 2.2800887E+002, 1.0912287E+003,-5.3641156E+002,-2.9503483E+002,-2.5402146E+002, 8.3770544E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6809924E+000, 5.8446460E+000, 2.1739753E-002
 2.2900266E+002, 1.0045175E+003,-5.2191790E+002,-2.3106548E+002,-2.5304323E+002, 5.6718979E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2791308E+000,-1.4523722E+000, 2.1739753E-002
 2.3000665E+002, 9.0910073E+002,-4.8038666E+002,-1.8251675E+002,-2.5297213E+002,-5.2024805E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1023950E+000,-6.8268322E+000, 2.1739753E-002
 2.3100285E+002, 1.0520054E+003,-5.2466077E+002,-2.6908883E+002,-2.5288741E+002,-8.7500695E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5422700E+000, 5.3596819E+000, 2.1739753E-002
 2.3200748E+002, 8.8622759E+002,-4.7599035E+002,-1.6886749E+002,-2.5075492E+002,-1.5849594E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0120876E+001,-9.5436668E+000, 2.1739753E-002
 2.3300745E+002, 1.0443335E+003,-5.1846183E+002,-2.7278347E+002,-2.4773401E+002,-1.9752673E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0903877E+000, 5.1566629E+000, 2.1739753E-002
 2.3400877E+002, 9.7034629E+002,-4.9891904E+002,-2.2500807E+002,-2.4681966E+002,-4.5966561E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.5751611E-001,-4.4644630E-001, 2.1739753E-002
 2.3500331E+002, 1.0846624E+003,-5.2923962E+002,-3.0135311E+002,-2.4933925E+002,-2.1768456E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9345282E+000, 4.5127766E+000, 2.1739753E-002
 2.3600638E+002, 9.6702409E+002,-4.9724905E+002,-2.2402406E+002,-2.4950978E+002, 8.0218462E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1833325E+000,-3.6785869E+000, 2.1739753E-002
 2.3700519E+002, 1.0062177E+003,-5.0551942E+002,-2.5292322E+002,-2.4534249E+002,-1.0993176E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0679914E+000, 2.3226428E+000, 2.1739753E-002
 2.3800508E+002, 1.0014736E+003,-5.0611272E+002,-2.4180180E+002,-2.5113480E+002,-4.0002620E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8256047E+000, 2.3843231E+000, 2.1739753E-002
 2.3900789E+002, 1.0535910E+003,-5.2638443E+002,-2.7245790E+002,-2.4721822E+002,-8.0400419E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3329064E+000, 7.4500306E+000, 2.1739753E-002
 2.4000369E+002, 9.8763926E+002,-5.0168462E+002,-2.4627605E+002,-2.4270763E+002,-3.5522100E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9405532E+000,-3.3842708E+000, 2.1739753E-002
 2.4100255E+002, 9.8583785E+002,-5.0064907E+002,-2.4996804E+002,-2.4012352E+002,-2.3998255E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0274786E+000,-5.1427625E+000, 2.1739753E-002
 2.4200064E+002, 9.5631010E+002,-4.8936697E+002,-2.3036143E+002,-2.3313694E+002,-2.5435435E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2615193E+000, 3.4193202E+000, 2.1739753E-002
 2.4300157E+002, 8.7834179E+002,-4.6963795E+002,-1.6971636E+002,-2.3943296E+002,-1.1280870E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6035984E+000,-5.5828472E-001, 2.1739753E-002
 2.4400298E+002, 1.0990324E+003,-5.2953744E+002,-3.1048327E+002,-2.4676848E+002,-3.0283093E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0381747E+001, 1.1940388E+001, 2.1739753E-002
 2.4500549E+002, 1.0125818E+003,-5.1007362E+002,-2.5269467E+002,-2.5501143E+002,-2.2568477E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1933644E+000,-5.4236421E+000, 2.1739753E-002
 2.4600322E+002, 1.0495461E+003,-5.0851776E+002,-3.0116914E+002,-2.3760381E+002, 6.2435282E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1083916E+000, 2.2616553E+000, 2.1739753E-002
 2.4700969E+002, 9.9575001E+002,-5.0058779E+002,-2.5062529E+002,-2.4471084E+002, 9.4929350E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6181053E-001,-7.8983844E-002, 2.1739753E-002
 2.4800218E+002, 9.6197106E+002,-4.9263050E+002,-2.2506746E+002,-2.4268320E+002,-2.0002233E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6619085E+000, 1.3898754E+000, 2.1739753E-002
 2.4900865E+002, 1.0077839E+003,-5.0540939E+002,-2.5132291E+002,-2.4503693E+002,-2.3539150E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4474637E+000, 5.7793036E+000, 2.1739753E-002
 2.5000359E+002, 9.9427447E+002,-5.0377895E+002,-2.4171385E+002,-2.5200269E+002,-2.9548270E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8718143E+000,-3.5164948E+000, 2.1739753E-002
 2.5100150E+002, 9.4031801E+002,-4.9194316E+002,-2.0110184E+002,-2.4181266E+002,-1.8625329E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3201553E+000, 5.2740904E+000, 2.1739753E-002
 2.5200130E+002, 1.0345728E+003,-5.1082376E+002,-2.7073317E+002,-2.4600922E+002,-1.4198908E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3815451E+000, 6.8646919E+000, 2.1739753E-002
 2.5300107E+002, 1.0179164E+003,-5.1233143E+002,-2.5063286E+002,-2.5479441E+002,-1.7843040E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0145238E+000,-2.0783798E-002, 2.1739753E-002
 2.5400960E+002, 9.3642112E+002,-4.9039211E+002,-1.9837662E+002,-2.5101098E+002,-2.2458744E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1313927E+000,-3.5831804E+000, 2.1739753E-002
 2.5500426E+002, 1.0578726E+003,-5.2322537E+002,-2.7565848E+002,-2.4595478E+002,-1.4368098E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1678877E+001, 1.2890239E+001, 2.1739753E-002
 2.5600668E+002, 1.0186100E+003,-5.1183297E+002,-2.5184547E+002,-2.5777570E+002,-2.3768346E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3116007E+000,-3.0818202E+000, 2.1739753E-002
 2.5700720E+002, 9.6910178E+002,-5.0389317E+002,-2.1173533E+002,-2.5648836E+002,-1.7047980E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5057794E+000,-3.1855564E+000, 2.1739753E-002
 2.5800317E+002, 9.7125947E+002,-4.9640035E+002,-2.3344928E+002,-2.4653645E+002,-2.2691813E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0009101E+000,-5.3535352E+000, 2.1739753E-002
 2.5900220E+002, 1.0200441E+003,-5.1061647E+002,-2.5732780E+002,-2.3978090E+002,-5.1831166E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1659009E+001, 1.2267068E+001, 2.1739753E-002
 2.6000351E+002, 9.5652212E+002,-4.9007971E+002,-2.1767190E+002,-2.5297059E+002,-1.0318956E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0069569E+000,-4.3032673E+000, 2.1739753E-002
 2.6100058E+002, 1.0784639E+003,-5.3096357E+002,-2.8629547E+002,-2.4954219E+002,-2.7033262E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0675385E+001, 1.1392346E+001, 2.1739753E-002
 2.6200406E+002, 9.6514173E+002,-4.9834993E+002,-2.2120235E+002,-2.5115443E+002,-2.2361049E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3388660E+000,-5.7886007E+000, 2.1739753E-002
 2.6300378E+002, 1.0213415E+003,-5.1870458E+002,-2.5175888E+002,-2.4315288E+002,-2.5973856E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4584189E+000, 7.6991777E+000, 2.1739753E-002
 2.6400220E+002, 1.0089750E+003,-5.1431567E+002,-2.4765554E+002,-2.4545266E+002,-2.9011328E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0543730E+000, 1.2610140E+000, 2.1739753E-002
 2.6500800E+002, 9.6819411E+002,-4.9870641E+002,-2.2318005E+002,-2.5131582E+002,-3.7049398E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5331954E+000,-5.3786650E+000, 2.1739753E-002
 2.6600171E+002, 1.1115685E+003,-5.3999563E+002,-3.1723850E+002,-2.4611472E+002,-1.8781127E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2471429E+000, 8.0318098E+000, 2.1739753E-002
 2.6700668E+002, 9.2409213E+002,-4.8577572E+002,-1.9607104E+002,-2.4978780E+002,-1.3859380E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.5362682E+000,-7.6810282E+000, 2.1739753E-002
 2.6800299E+002, 9.7283247E+002,-4.9779108E+002,-2.2923272E+002,-2.4525936E+002,-2.3171551E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7531761E-001, 3.1758944E-001, 2.1739753E-002
 2.6900543E+002, 1.0355327E+003,-5.1322641E+002,-2.6704796E+002,-2.4845004E+002,-1.4521517E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3388945E+001, 6.6630349E+000, 2.1739753E-002
 2.7000211E+002, 9.0071828E+002,-4.8245261E+002,-1.6149058E+002,-2.6538065E+002,-2.6819767E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8959801E+000,-8.8737614E+000, 2.1739753E-002
 2.7100574E+002, 1.0695368E+003,-5.2811746E+002,-2.6692457E+002,-2.6530569E+002,-3.4192987E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3036412E+000, 8.8471259E+000, 2.1739753E-002
 2.7200821E+002, 1.0082803E+003,-5.1412926E+002,-2.2669634E+002,-2.6416445E+002,-4.1533440E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4682347E+000, 3.2487669E+000, 2.1739753E-002
 2.7300320E+002, 9.9402698E+002,-5.1428901E+002,-2.0958827E+002,-2.7166353E+002,-4.9568164E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9223475E+000,-1.5633999E+000, 2.1739753E-002
 2.7401077E+002, 9.8012669E+002,-5.1361513E+002,-2.0648725E+002,-2.6052719E+002,-2.5008083E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7830331E-001,-7.5296873E-001, 2.1739753E-002
 2.7500647E+002, 1.0468142E+003,-5.2922858E+002,-2.5360569E+002,-2.6303447E+002,-1.4975473E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6879358E-002, 7.9571058E-001, 2.1739753E-002
 2.7600366E+002, 9.5341580E+002,-4.9955249E+002,-2.1008432E+002,-2.5052340E+002,-1.7805804E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0613621E+000,-6.7622074E+000, 2.1739753E-002
 2.7700745E+002, 9.6817471E+002,-4.9485837E+002,-2.3421321E+002,-2.3690858E+002, 2.1041595E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9092424E-001, 2.2156013E+000, 2.1739753E-002
 2.7800259E+002, 9.5737994E+002,-4.8653997E+002,-2.2821017E+002,-2.4427289E+002,-2.3450355E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7131049E+000,-1.8775930E+000, 2.1739753E-002
 2.7900818E+002, 1.0956440E+003,-5.3583444E+002,-2.9201616E+002,-2.5113380E+002,-2.1240198E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5750607E+001, 1.6447166E+001, 2.1739753E-002
 2.8000400E+002, 9.7376767E+002,-5.0585043E+002,-2.1001896E+002,-2.6072411E+002,-5.7121997E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2341749E+000,-2.8829436E+000, 2.1739753E-002
 2.8100772E+002, 1.0577265E+003,-5.2928462E+002,-2.6861615E+002,-2.5851768E+002,-4.7394684E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8650505E-001, 8.3412752E-001, 2.1739753E-002
 2.8200659E+002, 1.0202515E+003,-5.2565688E+002,-2.3302939E+002,-2.5750907E+002,-1.9976068E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8018748E+000, 3.8564175E+000, 2.1739753E-002
 2.8300244E+002, 8.9701491E+002,-4.8096768E+002,-1.6867118E+002,-2.6090788E+002,-4.5842489E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3124643E+001,-1.3990249E+001, 2.1739753E-002
 2.8400397E+002, 1.0040271E+003,-5.1076123E+002,-2.4195816E+002,-2.4760902E+002,-2.5436362E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0153868E+000, 3.4443263E+000, 2.1739753E-002
 2.8500546E+002, 1.0064109E+003,-5.1280522E+002,-2.4419412E+002,-2.4523913E+002,-6.9190370E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0855395E+000, 4.1032150E+000, 2.1739753E-002
 2.8600769E+002, 1.0302263E+003,-5.1569690E+002,-2.6472035E+002,-2.4704083E+002,-2.3135556E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9445026E+000, 2.5368530E+000, 2.1739753E-002
 2.8700601E+002, 9.4765397E+002,-4.8997512E+002,-2.1636137E+002,-2.4246323E+002,-3.4060400E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0294475E+000,-1.1798100E+000, 2.1739753E-002
 2.8801105E+002, 9.8595188E+002,-4.9964668E+002,-2.3998095E+002,-2.4726049E+002,-4.6876599E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1592317E-001,-1.4050080E+000, 2.1739753E-002
 2.8900208E+002, 1.0914476E+003,-5.3653623E+002,-2.9255057E+002,-2.5760956E+002,-6.8500978E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1781505E+000, 4.6827027E+000, 2.1739753E-002
 2.9000562E+002, 9.2355038E+002,-4.8723523E+002,-1.9778467E+002,-2.5105546E+002,-2.3719712E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.7355641E+000,-1.2762170E+001, 2.1739753E-002
 2.9100793E+002, 9.9006166E+002,-5.0262070E+002,-2.3446436E+002,-2.4824262E+002,-4.1674413E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4172825E+000, 4.3172366E+000, 2.1739753E-002
 2.9200980E+002, 1.0036575E+003,-5.0764667E+002,-2.4151998E+002,-2.5079977E+002,-1.7942445E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8963813E+000, 3.5116045E+000, 2.1739753E-002
 2.9300049E+002, 1.0291295E+003,-5.2325716E+002,-2.4875390E+002,-2.5729242E+002,-3.5399591E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4606612E-001,-5.2800847E-001, 2.1739753E-002
 2.9400504E+002, 1.0726255E+003,-5.3086561E+002,-2.8901187E+002,-2.5071350E+002,-4.0058805E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0566663E+000, 1.6339051E+000, 2.1739753E-002
 2.9500586E+002, 1.0389548E+003,-5.2074307E+002,-2.6336805E+002,-2.4842051E+002,-2.4945060E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4553326E+000, 6.1737391E+000, 2.1739753E-002
 2.9600616E+002, 9.0618011E+002,-4.8285428E+002,-1.7776603E+002,-2.5778879E+002,-2.9784760E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1985398E+001,-1.2526835E+001, 2.1739753E-002
 2.9700552E+002, 9.9588977E+002,-5.0894356E+002,-2.2983854E+002,-2.4769801E+002,-1.4237629E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2910872E+000, 9.2672940E+000, 2.1739753E-002
 2.9800555E+002, 9.5200042E+002,-4.9633056E+002,-2.0836368E+002,-2.5209838E+002,-2.5534234E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1039645E+000,-5.0475479E+000, 2.1739753E-002
 2.9900488E+002, 1.0282544E+003,-5.1263946E+002,-2.6816356E+002,-2.4406922E+002,-1.4294958E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7257359E+000, 3.2391903E+000, 2.1739753E-002
 3.0000455E+002, 9.9367583E+002,-5.0945707E+002,-2.2832884E+002,-2.4664660E+002,-8.3729493E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0195385E+000, 9.1595776E+000, 2.1739753E-002
