s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,BURN_RATE
 1.4400000E+002, 0.0000000E+000, 1.6337897E-003,-4.3983229E-002,-3.2365253E-002,-3.8838126E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4963608E-004,-4.6309595E-001, 1.7138981E-004
 1.4480000E+002, 0.0000000E+000, 1.6361206E-003,-4.5426762E-002,-3.3461407E-002,-3.9529438E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7639247E-004,-4.7254643E-001, 1.7199052E-004
 1.4560001E+002, 0.0000000E+000, 1.6428484E-003,-4.4205735E-002,-2.9236320E-002,-3.5444552E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5561853E-003,-4.2624473E-001, 1.7256435E-004
 1.4639999E+002, 0.0000000E+000, 1.6180163E-003,-3.6614572E-002,-2.3325365E-002,-2.9011397E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1969603E-003,-3.4843589E-001, 1.7311649E-004
 1.4720000E+002, 0.0000000E+000, 1.6150208E-003,-3.0564163E-002,-2.4207066E-002,-3.1853303E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6748592E-003,-3.7168924E-001, 1.7364577E-004
 1.4800000E+002, 0.0000000E+000, 1.6230665E-003,-3.3914954E-002,-2.3931152E-002,-3.0026692E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9642853E-004,-3.5648996E-001, 1.7414898E-004
 1.4880000E+002, 0.0000000E+000, 1.6182284E-003,-2.7122975E-002,-2.5059926E-002,-2.8405208E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1586686E-006,-3.3461675E-001, 1.7463440E-004
 1.4960001E+002, 0.0000000E+000, 1.6138529E-003,-2.5383103E-002,-2.8093141E-002,-3.1459465E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0654195E-004,-3.6645704E-001, 1.7510258E-004
 1.5039999E+002, 0.0000000E+000, 1.6084185E-003,-2.8461423E-002,-2.9282939E-002,-3.1686872E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2490497E-004,-3.7300467E-001, 1.7555767E-004
 1.5120000E+002, 0.0000000E+000, 1.6137757E-003,-2.3184900E-002,-3.0820684E-002,-3.4228447E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1880720E-003,-3.9467628E-001, 1.7599814E-004
