s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,BURN_RATE
 2.1001709E+002, 2.9057926E+002,-1.2284625E+002,-7.8498410E+001,-9.0227010E+001,-9.1513156E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5084497E-001,-1.0839274E+000, 6.5219258E-003
 2.1100568E+002, 3.1962739E+002,-1.3186156E+002,-9.7412173E+001,-8.9419587E+001,-1.0895533E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2310410E+000, 8.2511947E-001, 6.5219258E-003
 2.1200195E+002, 3.0306737E+002,-1.2626659E+002,-9.0068426E+001,-8.7480998E+001,-1.9690286E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2536736E-001,-7.5061902E-001, 6.5219258E-003
 2.1301083E+002, 2.8712798E+002,-1.2205906E+002,-7.8285337E+001,-8.6394062E+001,-7.4883046E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5135056E-001, 3.8203168E-001, 6.5219258E-003
 2.1401222E+002, 3.0690999E+002,-1.2747701E+002,-9.2578242E+001,-8.6637040E+001,-8.1753137E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5297103E-001, 1.3595273E-001, 6.5219258E-003
 2.1500459E+002, 3.0006016E+002,-1.2572994E+002,-8.5772970E+001,-8.8227287E+001,-3.7984213E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4589873E-001, 2.9197824E-001, 6.5219258E-003
 2.1600674E+002, 2.9109461E+002,-1.2327545E+002,-7.9124847E+001,-8.8560266E+001,-3.2986797E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5492684E-001, 1.0105902E-001, 6.5219258E-003
 2.1700732E+002, 3.0721484E+002,-1.2765255E+002,-9.2202745E+001,-8.7043829E+001,-5.2326773E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1405328E-001, 2.6339063E-001, 6.5219258E-003
 2.1800006E+002, 3.0070622E+002,-1.2545238E+002,-8.7347439E+001,-8.8225903E+001,-1.3579713E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1608333E-002,-4.5529606E-001, 6.5219258E-003
 2.1900917E+002, 3.0085261E+002,-1.2594620E+002,-8.6353304E+001,-8.8735283E+001,-8.0559621E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0144166E-001,-2.6272810E-001, 6.5219258E-003
 2.2000314E+002, 3.0767122E+002,-1.2813400E+002,-9.0866743E+001,-8.8522422E+001,-1.1069335E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3648062E-001, 3.7365986E-002, 6.5219258E-003
 2.2100638E+002, 2.9849830E+002,-1.2594391E+002,-8.3048856E+001,-8.9777844E+001,-7.1942749E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1819870E-001,-3.4424837E-001, 6.5219258E-003
 2.2200171E+002, 2.9182583E+002,-1.2476598E+002,-7.5429653E+001,-9.0691860E+001,-1.5416084E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5671324E+000, 7.8417436E-001, 6.5219258E-003
 2.2301291E+002, 3.0384970E+002,-1.2751249E+002,-8.7643592E+001,-9.0188815E+001,-1.1553264E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3892124E-001,-1.6107315E+000, 6.5219258E-003
 2.2401004E+002, 3.0054675E+002,-1.2618156E+002,-8.4563779E+001,-8.9585343E+001,-4.1477375E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2640570E-001, 1.7458236E-001, 6.5219258E-003
 2.2500697E+002, 2.9907892E+002,-1.2645295E+002,-8.2550163E+001,-9.0788781E+001,-8.2028276E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6507090E-001,-7.9499545E-001, 6.5219258E-003
 2.2601060E+002, 3.0188287E+002,-1.2728376E+002,-8.4556075E+001,-8.9517692E+001,-4.2297677E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0494654E+000, 4.8304282E-001, 6.5219258E-003
 2.2700168E+002, 2.8232309E+002,-1.2112490E+002,-7.2965214E+001,-8.8362780E+001, 1.3784056E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9088113E-001,-1.1602441E-001, 6.5219258E-003
 2.2800131E+002, 3.1761594E+002,-1.3178070E+002,-9.6008643E+001,-8.8468071E+001,-5.7246859E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7381278E+000, 1.3012852E+000, 6.5219258E-003
 2.2901367E+002, 2.9144893E+002,-1.2386289E+002,-7.7722950E+001,-9.0833638E+001,-7.7409265E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1090384E-001,-1.0479588E+000, 6.5219258E-003
 2.3000954E+002, 2.9186444E+002,-1.2443369E+002,-7.5975790E+001,-9.1171266E+001,-4.6402552E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7989818E-001, 2.3728863E-001, 6.5219258E-003
 2.3100563E+002, 3.1358385E+002,-1.3072478E+002,-9.1635937E+001,-9.0787980E+001,-8.6145363E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8424784E-001, 3.4900866E-001, 6.5219258E-003
 2.3200783E+002, 2.9890046E+002,-1.2617656E+002,-8.3184939E+001,-8.9829167E+001,-1.1089425E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3632477E-001,-4.0109760E-001, 6.5219258E-003
 2.3300684E+002, 3.0629980E+002,-1.2810442E+002,-8.9322963E+001,-8.9707992E+001,-3.4112768E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9823508E-001,-8.6968436E-001, 6.5219258E-003
 2.3400963E+002, 3.0404547E+002,-1.2815619E+002,-8.5606234E+001,-9.0715886E+001,-5.3054600E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1755629E-002,-4.8589545E-001, 6.5219258E-003
 2.3500986E+002, 2.9768522E+002,-1.2597363E+002,-8.1951153E+001,-9.0578757E+001,-1.0665726E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0028486E-001,-9.2497009E-001, 6.5219258E-003
 2.3600812E+002, 2.9663262E+002,-1.2567398E+002,-8.1259325E+001,-8.9211519E+001,-7.3396471E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8148541E-001, 4.1439657E-001, 6.5219258E-003
 2.3700113E+002, 2.9854498E+002,-1.2630673E+002,-8.3434174E+001,-8.9258659E+001,-6.0861284E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0453225E-002,-5.1544934E-001, 6.5219258E-003
 2.3801378E+002, 2.9528625E+002,-1.2475658E+002,-8.1454827E+001,-8.8951141E+001,-4.2071074E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1369769E-001, 8.1631999E-002, 6.5219258E-003
 2.3900655E+002, 3.0236334E+002,-1.2720148E+002,-8.6624673E+001,-8.8610700E+001,-4.9140345E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2878527E-001,-1.2264988E-001, 6.5219258E-003
 2.4001270E+002, 2.9171680E+002,-1.2410956E+002,-8.0492599E+001,-8.6715579E+001,-3.5626829E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0962014E-001, 3.6343443E-001, 6.5219258E-003
 2.4100504E+002, 2.9972291E+002,-1.2629077E+002,-8.6616274E+001,-8.6955693E+001,-2.5008719E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5148313E-001,-1.6483719E-001, 6.5219258E-003
 2.4201321E+002, 3.0939146E+002,-1.2929007E+002,-9.0434733E+001,-8.9261898E+001, 1.1246064E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4767731E-001, 4.1600436E-001, 6.5219258E-003
 2.4301016E+002, 2.8881481E+002,-1.2323561E+002,-7.5751020E+001,-8.9490998E+001,-1.4619521E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0567160E-001, 3.2255955E-001, 6.5219258E-003
 2.4400041E+002, 3.1172238E+002,-1.2997354E+002,-9.0684772E+001,-9.0147956E+001,-7.6676187E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1945896E+000, 8.3943708E-001, 6.5219258E-003
 2.4500130E+002, 3.0596816E+002,-1.2898500E+002,-8.5103997E+001,-9.2551868E+001,-5.1462506E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4330469E-001,-7.2417428E-001, 6.5219258E-003
 2.4600880E+002, 2.9077977E+002,-1.2437285E+002,-7.5247736E+001,-9.1659735E+001, 1.0733029E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5201090E-002,-4.9947303E-001, 6.5219258E-003
 2.4700693E+002, 3.0214133E+002,-1.2782739E+002,-8.4713989E+001,-9.0099093E+001,-3.6283882E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9867570E-002,-5.3542527E-001, 6.5219258E-003
 2.4800945E+002, 3.0277685E+002,-1.2774915E+002,-8.5183934E+001,-9.0101126E+001,-4.2762621E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5354863E-001,-3.0012356E-001, 6.5219258E-003
 2.4900862E+002, 3.0004799E+002,-1.2733341E+002,-8.2791253E+001,-8.9562553E+001,-1.4635418E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6405177E-001, 2.1441488E-001, 6.5219258E-003
 2.5000620E+002, 2.9898029E+002,-1.2653140E+002,-8.3630565E+001,-8.8972995E+001,-1.2141632E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2521744E-001,-2.7609159E-001, 6.5219258E-003
 2.5100545E+002, 3.0026576E+002,-1.2734167E+002,-8.4362936E+001,-8.8773135E+001,-5.3011726E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1598366E-001,-2.6499457E-001, 6.5219258E-003
 2.5200740E+002, 2.9519812E+002,-1.2524355E+002,-8.2251727E+001,-8.8351363E+001,-7.8435095E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4733345E-001,-7.2695410E-001, 6.5219258E-003
 2.5300040E+002, 3.0457075E+002,-1.2824451E+002,-8.8857847E+001,-8.7318905E+001,-4.8212239E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3409425E-001, 1.0127378E-001, 6.5219258E-003
 2.5401256E+002, 2.9752239E+002,-1.2651547E+002,-8.2051901E+001,-8.8420250E+001,-1.1807514E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1458692E+000, 4.1669466E-001, 6.5219258E-003
 2.5501259E+002, 3.0746409E+002,-1.2961270E+002,-8.7780705E+001,-9.0221017E+001,-1.0019597E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1214614E-001,-2.5053014E-001, 6.5219258E-003
 2.5600198E+002, 2.9347997E+002,-1.2509155E+002,-7.9993927E+001,-8.9558406E+001,-1.3532918E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1330640E-001,-1.2992407E+000, 6.5219258E-003
 2.5701315E+002, 3.0885355E+002,-1.2938299E+002,-9.0496613E+001,-8.8756135E+001,-1.2148518E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5431211E-001, 9.6326242E-002, 6.5219258E-003
 2.5801428E+002, 2.9687489E+002,-1.2607320E+002,-8.2506310E+001,-8.9586015E+001,-2.0318022E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6457987E-001,-1.4938173E+000, 6.5219258E-003
 2.5900183E+002, 3.0241118E+002,-1.2786853E+002,-8.5248267E+001,-8.8732206E+001,-1.4489917E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0015046E+000, 4.1728628E-001, 6.5219258E-003
 2.6000723E+002, 2.8647006E+002,-1.2297644E+002,-7.5413030E+001,-8.8826594E+001,-1.3530335E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6705658E-001,-8.8131209E-001, 6.5219258E-003
 2.6100366E+002, 3.0671597E+002,-1.2858578E+002,-9.0227108E+001,-8.8408519E+001,-2.1155900E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0989270E-002,-7.1699743E-001, 6.5219258E-003
 2.6201114E+002, 3.0389710E+002,-1.2819288E+002,-8.9041589E+001,-8.6819502E+001,-5.5081182E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2892979E-002,-2.1195647E-001, 6.5219258E-003
 2.6300778E+002, 2.8805293E+002,-1.2343958E+002,-7.8191173E+001,-8.6291694E+001,-3.2345634E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5547472E-001, 9.8137736E-002, 6.5219258E-003
 2.6400250E+002, 3.0665705E+002,-1.2849414E+002,-8.9642722E+001,-8.8471433E+001,-2.6755728E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8798860E-001, 2.2002336E-002, 6.5219258E-003
 2.6501035E+002, 2.8380946E+002,-1.2282595E+002,-7.0766835E+001,-9.0235039E+001,-1.2441055E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7798554E-001,-1.4277759E-001, 6.5219258E-003
 2.6601016E+002, 3.0951888E+002,-1.2998209E+002,-9.0595252E+001,-8.9034097E+001,-1.4051839E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9966741E-001,-2.3307161E-001, 6.5219258E-003
 2.6700433E+002, 2.9484602E+002,-1.2538443E+002,-8.1328029E+001,-8.8944233E+001,-1.1349399E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8667884E-001,-9.2416574E-001, 6.5219258E-003
 2.6800415E+002, 2.9423651E+002,-1.2497797E+002,-8.0761513E+001,-8.8816735E+001,-3.7206691E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6326850E-002,-3.5691589E-001, 6.5219258E-003
 2.6900940E+002, 2.9805272E+002,-1.2700845E+002,-8.0800997E+001,-8.9302397E+001,-3.2991838E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3026802E+000, 9.0788807E-001, 6.5219258E-003
 2.7000372E+002, 3.1063149E+002,-1.3004400E+002,-9.1158997E+001,-9.0183890E+001,-3.4622613E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7630794E-001,-7.9002441E-001, 6.5219258E-003
 2.7100262E+002, 3.0628761E+002,-1.2904823E+002,-8.6594542E+001,-9.0275160E+001,-4.4446925E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9270819E-001, 3.2523000E-001, 6.5219258E-003
 2.7200711E+002, 3.0554176E+002,-1.2789762E+002,-8.9236031E+001,-8.9078382E+001,-3.2688255E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3928579E-001,-6.7353661E-001, 6.5219258E-003
 2.7301041E+002, 3.0107398E+002,-1.2763377E+002,-8.3046328E+001,-8.9362860E+001,-9.0188460E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4239996E+000, 9.4082860E-001, 6.5219258E-003
 2.7400330E+002, 3.0021383E+002,-1.2767723E+002,-8.2312573E+001,-9.0706117E+001,-1.1776782E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1297169E-002,-5.9985472E-001, 6.5219258E-003
 2.7501096E+002, 2.8951224E+002,-1.2410704E+002,-7.5490837E+001,-9.0289981E+001,-1.0583509E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2869980E-002,-4.8145611E-001, 6.5219258E-003
 2.7600583E+002, 2.9780182E+002,-1.2633463E+002,-8.3886597E+001,-8.7542323E+001,-6.0808442E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1278777E-001,-2.2540161E-002, 6.5219258E-003
 2.7701166E+002, 2.9034823E+002,-1.2380441E+002,-7.9234539E+001,-8.7528653E+001,-1.2374633E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2272551E-001,-3.4312028E-001, 6.5219258E-003
 2.7800000E+002, 3.0236861E+002,-1.2716537E+002,-8.5312545E+001,-8.9073776E+001,-2.2511849E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4203517E-001, 7.9440718E-001, 6.5219258E-003
 2.7900479E+002, 3.1351082E+002,-1.3075530E+002,-9.1322378E+001,-9.1131353E+001,-2.3124609E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0936896E-001, 2.7865542E-001, 6.5219258E-003
 2.8000330E+002, 2.9226213E+002,-1.2480785E+002,-7.6820300E+001,-9.1457994E+001,-7.8314710E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8062167E-001,-9.0233155E-001, 6.5219258E-003
 2.8100516E+002, 2.9606263E+002,-1.2621727E+002,-7.9248051E+001,-9.0810164E+001,-1.3500367E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6401684E-001,-3.4786487E-001, 6.5219258E-003
 2.8200629E+002, 2.9377269E+002,-1.2545862E+002,-7.6554669E+001,-9.1649845E+001,-1.4931315E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4822824E-001,-3.9751237E-002, 6.5219258E-003
 2.8301349E+002, 3.0251281E+002,-1.2776423E+002,-8.3550087E+001,-9.1393243E+001,-1.0282746E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4224307E-001,-2.9758126E-001, 6.5219258E-003
 2.8400876E+002, 2.9855039E+002,-1.2694636E+002,-7.9801092E+001,-9.1554747E+001,-6.0166532E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4039770E-001, 1.8802127E-001, 6.5219258E-003
 2.8500461E+002, 2.9939080E+002,-1.2732746E+002,-7.9372484E+001,-9.2735233E+001,-1.4370428E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0789705E-001,-1.8808934E-001, 6.5219258E-003
 2.8600702E+002, 2.9415890E+002,-1.2574032E+002,-7.7435006E+001,-9.1112389E+001,-1.5415694E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2123943E-001,-2.8297401E-001, 6.5219258E-003
 2.8700897E+002, 3.0477988E+002,-1.2842786E+002,-8.5449679E+001,-9.0762386E+001,-1.3415776E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4986581E-001, 5.7901888E-003, 6.5219258E-003
 2.8800119E+002, 3.0588164E+002,-1.2891889E+002,-8.4360095E+001,-9.2644697E+001,-8.6936149E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2436156E-001,-1.2897880E-001, 6.5219258E-003
 2.8900949E+002, 2.8904936E+002,-1.2409672E+002,-7.1274367E+001,-9.4047951E+001,-9.7196466E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.8392460E-002,-4.6688133E-001, 6.5219258E-003
 2.9001062E+002, 2.9662573E+002,-1.2600284E+002,-7.8267759E+001,-9.2844106E+001,-8.7704236E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2045116E-001,-5.7667285E-001, 6.5219258E-003
 2.9100748E+002, 2.9536535E+002,-1.2632148E+002,-7.8524255E+001,-9.0713849E+001,-9.4792344E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1041087E-002,-2.8902752E-001, 6.5219258E-003
 2.9200537E+002, 3.0540108E+002,-1.2895454E+002,-8.5747425E+001,-9.0293151E+001,-9.6164387E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2466512E-001, 3.0979457E-001, 6.5219258E-003
 2.9300507E+002, 3.1418641E+002,-1.3174933E+002,-9.1491210E+001,-8.9943941E+001, 5.0421296E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0633119E+000, 1.0523478E+000, 6.5219258E-003
 2.9400964E+002, 2.9420131E+002,-1.2564970E+002,-7.7133016E+001,-9.1774126E+001, 8.2440776E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7588108E-003,-3.4728643E-001, 6.5219258E-003
 2.9500845E+002, 3.0510061E+002,-1.2898286E+002,-8.4291960E+001,-9.1722020E+001,-2.1367840E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8791440E-001, 8.2402923E-002, 6.5219258E-003
 2.9601071E+002, 3.0017063E+002,-1.2699347E+002,-8.2740813E+001,-9.1464869E+001,-7.5885825E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0908289E-001,-1.1044053E+000, 6.5219258E-003
 2.9700671E+002, 3.0463052E+002,-1.2878319E+002,-8.4200570E+001,-9.0857858E+001,-1.0369228E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0189916E+000, 6.8520936E-001, 6.5219258E-003
 2.9800629E+002, 2.9336091E+002,-1.2603384E+002,-7.5827283E+001,-9.1717305E+001,-1.0574631E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9810670E-001,-3.2326146E-001, 6.5219258E-003
 2.9901047E+002, 2.9898645E+002,-1.2755763E+002,-7.9209852E+001,-9.1836523E+001,-2.6247886E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3235120E-001, 1.1996431E-001, 6.5219258E-003
 3.0000192E+002, 3.0207082E+002,-1.2834817E+002,-8.2833543E+001,-9.1410037E+001,-5.9669431E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3368175E-001,-5.8060850E-001, 6.5219258E-003
