0,293.15
300,811.15
600,977.15
900,1033.15
1200,1068.15
1500,1094.15
1800,1116.15
2100,1135.15
2400,1151.15
2700,1165.15
3000,1178.15
3300,1189.15
3600,1200.15
3900,1210.15
4200,1219.15
4500,1228.15
4800,1236.15
5100,1244.15
